0,0
0.336,0.5355
0.567,0.66
1.041,0.313732
2.257,0.452432
4.727,0.692858
7.218,0.89252
9.718,1.068968
14.735,1.369985
19.765,1.606138
24.8,1.797009
29.84,1.946097
34.882,2.058956
39.924,2.139535
44.964,2.18811
50,2.2015
55.031,2.192911
60.057,2.147481
65.076,2.058135
70.087,1.952721
75.089,1.798109
80.084,1.5984
85.07,1.349555
90.049,1.03401
95.023,0.603989
100,0
